순위,도서명,저자,출판사,정가,판매가
618,2026 3D프린터운용기능사 필기,이빛샘,예문에듀,26000,23400
619,논문 통계분석 with 파이썬머신러닝,노경섭,한빛아카데미,38000,38000
620,2026 퀵패스 AI-POT AI 프롬프트 활용능력 2급,김유성 외,퀵패스,29300,26370
621,2026 이기적 정보처리산업기사 필기 기본서,신면철 외,영진닷컴,30000,27000
622,AI 로봇 구조 교과서,유승남,보누스,23000,20700
623,2026 빠르게 따는 ADsP 데이터분석 준전문가,임한울 외,골든래빗(주),30000,27000
624,생성형AI 프롬프트 디자인 실무,한국생성형AI연구원,광문각출판미디어,30000,30000
625,LLM을 위한 프롬프트 엔지니어링,존 베리먼 외,제이펍,28000,25200
626,엣시 수익화 실전 매뉴얼,김민아,제이펍,25000,22500
627,된다! 네이버 스마트플레이스,고수진,이지스퍼블리싱,22000,19800
628,AWS 인프라 구축 입문,최진영(럭키바닐라 3세),위키북스,35000,31500
629,컴퓨터활용능력 필기+실기 한 권으로 끝내기 2급,윤영혜,메인에듀,33000,29700
630,"어쨌든, 바이브 코딩",코다프레스 외,인사이트,22000,19800
631,보안 엔지니어 입문 가이드,이노우에 게이 외,에이케이커뮤니케이션즈,29000,26100
632,밑바닥부터 배우는 AI 에이전트,다비드스튜디오,길벗,24000,21600
633,Do it! 리눅스 입문,박필준,이지스퍼블리싱,28500,25650
634,"Dify AI, 코드 없는 미래",김정욱,한빛미디어,26000,23400
635,나는 오렌지3로 인공지능한다,장병철 외,씨마스,23000,20700
636,이론부터 실전까지 AI 에이전트 완벽 마스터,살바토레 라이엘리 외,프리렉,42000,37800
637,된다! 하루 만에 끝내는 제미나이 활용법,권서림,이지스퍼블리싱,20000,18000
638,나노 바나나,문수민 외,생능북스,24000,21600
639,바이브 코딩 너머 개발자 생존법,애디 오스마니 외,한빛미디어,23000,20700
640,MCP 실전 활용 & 서버 개발 핵심 가이드,AI튜터랩,위키북스,28000,25200
641,파이썬 for Beginner,우재남,한빛아카데미,26000,26000
642,2026 이공자 ITQ 한글 2022(좌무선),KIE기획연구실 외,아카데미소프트,17000,15300
643,엔트리로 배우는 게임 만들기 This is Coding 학교편,김한나 외,코딩이지,14000,12600
644,"대규모 언어 모델, 핵심만 빠르게!",안드리 부르코프 외,인사이트,24000,21600
645,"머신러닝, 핵심만 빠르게!",안드리 부르코프 외,인사이트,24000,21600
646,PLAY! SOLIDWORKS 2026 PART BASIC,원동현,청담북스,22000,19800
647,회사에서 바로 통하는 엑셀 FOR STARTERS,전미진,한빛미디어,17000,15300
648,유니티 교과서,기타무라 마나미 외,길벗,33000,29700
649,건축 인테리어 3D 입문자를 위한 스케치업 2025 with Ruby+Twinmotion,황두환,시대인,28000,25200
650,2026 이기적 컴퓨터활용능력 2급 실기 기출문제집,박윤정,영진닷컴,16000,14400
651,2026 이기적 컴퓨터활용능력 1급 실기 기출문제집,박윤정,영진닷컴,22000,19800
652,2026 이기적 컴퓨터활용능력 1급 필기 최신문제집,홍태성 외,영진닷컴,22000,19800
653,KNIME으로 시작하는 데이터 사이언스,잘레시아,렛츠북,15000,13500
654,생성형 AI와 엔트리로 12가지 인공지능 작품 만들기,전진아 외,앤써북,21000,18900
655,헤드 퍼스트 소프트웨어 아키텍처,라주 간디 외,한빛미디어,37000,33300
656,2026 이기적 컴퓨터그래픽기능사 필기 기본서,이향아,영진닷컴,24000,21600
657,이기적 GTQ 일러스트 2급 기본서 ver.CC 2024,박은영,영진닷컴,24000,21600
658,챗GPT를 활용한 파이썬 프로그래밍,김종덕,아이티포럼,32000,28800
659,챗GPT와 엑셀로 만드는 주식 & 암호화폐 자동매매 시스템,설근민,제이펍,25000,22500
660,된다 하루 만에 만드는 AI 사진 & 이미지,김원석,이지스퍼블리싱,17800,16020
661,2026 이기적 정보처리기사 필기 절대족보,신면철 외,영진닷컴,26000,23400
662,Live2D 모델링 & 애니메이션 팁,카라아게 마루 외,AK IT,30000,27000
663,"출근하는 디자이너, 프리랜서 디자이너",공작슈퍼,길벗,18800,16920
664,게임사업 PM 실전 노트,이진수,바른북스,21000,18900
665,Do it! 알고리즘 코딩 테스트: C++ 편,김종관,이지스퍼블리싱,39000,35100
666,콘텐츠 디자인은 피그마 with AI,리디드로우(김선영),골든래빗(주),26000,23400
667,유니티6 독학노트,김한호 외,성안당,39000,35100
668,AI 영상×미드저니·런웨이·소라·클링·하이루오,안재홍,길벗,26000,23400
669,네트워크 프로토콜 입문,미야타 히로시 외,위키북스,32000,28800
670,AI 에이전트 생태계,조쉬(이주환),로드북,27000,24300
671,AX 방법론,노주환,공존의미학,20000,18000
672,2026 에듀윌 분개로 익히는 기초회계원리 2주완성,김성수 외,에듀윌,22000,19800
673,나만 알고 싶은 AI 활용 교과서: 대학생·청년,유채린 외,박영스토리,23000,23000
674,2026 이기적 워드프로세서 필기 최신문제집,김옥남 외,영진닷컴,18000,16200
675,인프라 엔지니어의 교과서,사노 유타카 외,길벗,22000,19800
676,심각한 테라폼 중독입니다,홍수민 외,제이펍,28000,25200
677,AI 에디터 커서 Cursor 완벽 가이드,키노시타 유이치로 외,영진닷컴,22000,19800
678,2026 에듀윌 컴퓨터활용능력 2급 필기 초단기끝장,이상미 외,에듀윌,17000,15300
679,MOS 365 PowerPoint Associate,김경희 외,시대인,15000,13500
680,생성형 AI 업무 활용 정석: 테스팅 업무 적용편,권원일,STA,30000,27000
681,테디노트의 랭체인을 활용한 RAG 비법노트: 심화편,이경록(테디노트),리코멘드,28000,25200
682,처음이야? 파이썬 기초,윤영빈 외,영진닷컴,20000,18000
683,"핸즈온 LLM: 프롬프트 엔지니어링부터 임베딩, 시맨틱 검색, 미세 튜닝까지, 손에 잡히는 LLM 개념",제이 알아마르 외,한빛미디어,38000,34200
684,노야의 어디서든 3D 모델링 with 노마드 스컬프,김민석(노야),비제이퍼블릭,25000,22500
685,생성형 AI와 미디어 리터러시,박선미,커뮤니케이션북스,12000,12000
686,요즘 교사를 위한 AI 수업 활용 가이드,박진환 외,한빛미디어,20000,18000
687,LLM 엔지니어링,폴 이우수틴 외,한빛미디어,38000,34200
688,구글 시트로 스마트한 학교 만들기: 교사를 위한 스프레드시트 활용 가이드,지미정 외,앤써북,24400,21960
689,된다! 하루 5분 아이패드 기록 생활,희나(이효선),이지스퍼블리싱,18000,16200
690,이게 되네? 챗GPT 미친 크롤링 24제,박현규,골든래빗(주),26000,23400
691,30가지 패턴으로 배우는 분산 시스템 설계와 구현 기법,운메시 조시 외,인사이트,35000,31500
692,IT 용어 상식 사전,강소희 외,길벗,22000,19800
693,IT 인프라 기초,장두환,루비페이퍼,22000,19800
694,공여사들의 엑셀 혁명 with 챗GPT,공여사들,한빛미디어,21000,18900
695,동작 원리를 그림으로 설명한 컴퓨터 구조와 운영체제,C.I.K,앤써북,19800,17820
696,김변호사의 스마트한 AI 활용법,김변호사 팀,박영사,18000,18000
697,현업 기획자 마이즈가 알려주는 게임 시나리오 스쿨,김현석,초록비책공방,26000,23400
698,Start up 시리즈 숏폼 영상 편집 3일 만에 마스터하기 with 캡컷(Capcut),김근아,아티오,14000,12600
699,된다! 하루 만에 준비하는 AI 학교 수업 활용법,정인걸 외,이지스퍼블리싱,19800,17820
700,Do it! 오라클로 배우는 SQL 입문,이지훈,이지스퍼블리싱,28000,25200
701,만만한 자소서,취업왕 이쌤,한빛미디어,22000,19800
702,Kotlin in Action: 2/e,세바스티안 아이그너 외,에이콘출판,48000,43200
703,트래픽을 쓸어 담는 SEO 마케팅,김건오 외,e비즈북스,26000,23400
704,스토리보드 그리고 AI,김종율,비엘북스,26000,23400
705,된다! 맥북&아이맥: 맥OS 세쿼이아 판,쌤쌤티비 외,이지스퍼블리싱,19000,17100
706,모두를 위한 양자 컴퓨터,윌리엄 헐리 외,한빛미디어,28000,25200
707,슬기로운 PM 생활,김병호,소동,25000,22500
708,시니어를 위한 스마트폰 활용 with 챗GPT,곽민철 외,생능북스,19800,17820
709,게임 디자이너를 위한 문서 작성 기술,주진영,성안당,18000,16200
710,실전으로 배우는 IoT 해킹,포티오스 찬치스 외,에이콘출판,45000,40500
711,엣지 AI,다니엘 시투나야케 외,에이콘출판,40000,36000
712,만들면서 배우는 아두이노와 40개의 작품들,장문철,앤써북,25500,22950
713,기초부터 배우는 최신 스토리지 입문,사카시타 유키노리 외,제이펍,22000,19800
714,기초부터 다지는 통계학 교과서 with 파이썬,개러스 제임스 외,인사이트,42000,42000
715,컴퓨터구조론,김종현,생능출판,31000,31000
716,고작 다섯 명이 한 말을 어떻게 믿어요?,송라영,한빛미디어,23000,20700
717,스프링 6와 스프링 부트 3로 배우는 모던 API 개발,소라브 샤르마 외,위키북스,32000,28800
718,3 응용프로그램과 네트워크 이해,천성덕 외,에스엠디자인,20000,18000
719,1 컴퓨터 구조와 디지털 저장매체,천성덕 외,에스엠디자인,20000,18000
720,쑥쑥 팡팡 코딩활용능력 1급 파이썬,AI코딩연구소,오은라이프사이언스,22000,19800
721,혼자 해도 프로 선생님처럼 잘 만드는 학교 수업 자료 with 캔바 Canva,김태훈 외,한빛미디어,23000,20700
722,퀀트 투자를 위한 머신러닝,기욤 코케렛 외,에이콘출판,40000,36000
723,임종수의 STM32 Cortex-M 완벽 활용서 Vol 2,임종수,버무림,48000,43200
724,아는 만큼 보이는 IT 지식,민완기,길벗,22000,19800
725,머신비전 비밀노트,앤비젼,바른북스,24000,21600
726,아무도 알려 주지 않는 PM 필수 지식,최선신,영진닷컴,22000,19800
727,그림과 실습으로 배우는 깃 & 깃허브 입문,한재원,위키북스,27000,24300
728,두부의 캐릭터 드로잉 with 프로크리에이트,두부(김경은),한빛미디어,22000,19800
729,"일잘러의 비밀, 엑셀 대신 파이썬으로 업무 자동화하기",포스코인재창조원,한빛미디어,25000,22500
730,"AI를 위한 필수 수학 :AI 시스템에 쓰이는 통계학, 선형 대수학, 미적분학",할라 넬슨 외,한빛미디어,45000,40500
731,코딩 자율학습 리눅스 입문 with 우분투,런잇,길벗,32000,28800
732,프롬프트 엔지니어의 업무일지,강수진,리코멘드,28000,25200
733,시스코 네트워킹,진강훈 외,성안당,43000,38700
734,딥러닝 Express,천인국,생능출판,34000,34000
735,라이노8 독학하기,황정행,성안당,30000,27000
736,무작정 따라하기 엑셀 파워포인트 워드+한글,박미정 외,길벗,25000,22500
737,뇌를 쓰지 않는 만만한 PPT,제이(홍정인),한빛미디어,22000,19800
738,"데이터 거버넌스: 사람, 기술, 도구, 프로세스",에브렌 에류렉 외,책만,30000,27000
739,개발자를 위한 필수 수학,토머스 닐드 외,한빛미디어,30000,27000
740,스프링 교과서,로렌티우 스필카 외,길벗,33000,29700
741,가장 빠른 풀스택을 위한 Flask & FastAPI,Dave Lee,비제이퍼블릭,33000,29700
742,실전 레디스,하야시 쇼고 외,한빛미디어,45000,40500
743,코딩 테스트 합격자 되기(C++ 편),박경록,골든래빗(주),45000,40500
744,해석 가능한 AI,아제이 탐피 외,에이콘출판,35000,31500
745,그림으로 이해하는 알고리즘,이시다 모리테루 외,길벗,22000,19800
746,메이커 다은쌤의 틴커캐드 3D 모델링과 심랩,전다은,영진닷컴,18000,16200
747,실무로 통하는 인과추론 with 파이썬,마테우스 파쿠레 외,한빛미디어,38000,34200
748,만들면서 배우는 워드프레스,박현우,한빛미디어,29000,26100
749,코딩 테스트 합격자 되기: 자바 편,김희성 외,골든래빗(주),42000,37800
750,러스트 프로그래밍 공식 가이드,스티브 클라브닉 외,제이펍,40000,36000
751,가상 면접 사례로 배우는 머신러닝 시스템 설계 기초,알리 아미니안 외,인사이트,27000,24300
752,CMMI 3.0,이민재 외,좋은땅,30000,27000
753,코딩 자율학습 제로초의 자바스크립트 입문,조현영,길벗,28000,25200
754,시나공 GTQ 포토샵 2급(ver.CC),길벗알앤디,길벗,22000,19800
755,코드 한 줄 없이 시작하는 MS 파워 오토메이트 with 챗GPT,김성준,프리렉,24000,21600
756,Do it! 일상이 자동화되는 파이썬 생활 프로그래밍 with 챗GPT,김창현,이지스퍼블리싱,24000,21600
757,세균무기가 알려주는 서비스 기획의 모든 것,세균무기,위키북스,26000,23400
758,오토캐드 2024,황두환,시대고시기획,27000,24300
759,프로덕트: 유저를 사로잡는 서비스 기획의 모든 것,홍석희,한빛미디어,22000,19800
760,Do it! 데이터 분석을 위한 판다스 입문,다니엘 첸 외,이지스퍼블리싱,25000,22500
761,윤피티의 프레젠테이션 디자인 실무 강의 with 파워포인트,윤상림,한빛미디어,22000,19800
762,예제로 배우는 SAS 프로그래밍 입문,강현철 외,자유아카데미,28000,28000
763,그림으로 배우는 AI,미츠무라 나오키 외,영진닷컴,17000,15300
764,사회과학 연구자를 위한 R을 활용한 기초 통계,이병관,한양대학교출판부,25000,25000
765,로블록스 타워맵 만들기,노페어(Nofair),디지털북스,23000,20700
766,코딩 자율학습 스프링 부트 3 자바 백엔드 개발 입문,홍팍,길벗,33000,29700
767,견고한 데이터 엔지니어링,조 라이스 외,한빛미디어,38000,34200
768,유튜브 유튜버 운영자를 위한 어도비 프리미어 프로 동영상 편집 가이드 사용법 책 교재보다 좋은 USB 강좌 교육,액션미디어 편집부,액션미디어,32800,29520
769,엑셀 매크로&VBA 바이블,최준선,한빛미디어,47000,42300
770,AWS 공인 솔루션스 아키텍트 스터디 가이드: 어소시에이트,벤 파이퍼 외,에이콘출판,35000,31500
771,"팀 개발을 위한 Git, GitHub 시작하기",정호영 외,한빛미디어,20000,18000
772,스크리브너 무작정 따라하기,최은광,길벗,27000,24300
773,가장 쉬운 유니티 게임 제작,김민석,정보문화사,27000,24300
774,밑바닥부터 만드는 컴퓨팅 시스템,노암 니산 외,인사이트,32000,28800
775,카프카 핵심 가이드,그웬 샤피라 외,제이펍,33000,29700
776,파이썬 텍스트 마이닝 완벽 가이드,박상언 외,위키북스,30000,27000
777,파이썬을 이용한 퀀트 투자 포트폴리오 만들기,이현열,제이펍,30000,27000
778,ISE 국가공인 산업보안관리사,산업보안실무위원회,케듀아이,30000,27000
779,시간순삭 파이썬,천인국 외,생능북스,25000,22500
780,데이터로 말한다! 퍼포먼스 마케팅,이은영,한빛미디어,21000,18900
781,PMP PM+P: PMP 합격을 위한 PMBOK 지침서 문제집,유정근 외,소동,26000,23400
782,실무에 바로 쓰는 일잘러의 엑셀 데이터 분석,에이블런,제이펍,18500,16650
783,AICE 인공지능 활용능력 평가: AICE FUTURE 3급,DIGICO KT,한국경제매거진,16000,16000
784,된다! 실무 엑셀 파워포인트 워드&한글,한정희 외,이지스퍼블리싱,30000,27000
785,MySQL 성능 최적화,실비아 보트로스 외,위키북스,28000,25200
786,기초에서 응용까지 STM32Fx Cortex ARM 프로그래밍: 기초편,홍봉조,지식과감성,27000,24300
787,컴퓨터 비전을 위한 다중 시점 기하학,리차드 하틀리 외,에이콘출판,65000,58500
788,The Art of Game Design(한국어판),제시셀 외,홍릉,39000,39000
789,차근차근 실습하며 배우는 파이토치 딥러닝 프로그래밍,아카이시 마사노리 외,위키북스,32000,28800
790,된다! 뚝딱뚝딱 내 컴퓨터 문제 해결,김승연,이지스퍼블리싱,20000,18000
791,Fusion 360 3D 모델링  3D 프린팅 입문편 ,노수황 외,메카피아,30000,27000
792,인류의 종말은 사이버로부터 온다,니콜 펄로스 외,에이콘출판,35000,31500
793,파이토치와 유니티 ML-Agents로 배우는 강화학습,민규식 외,위키북스,28000,25200
794,컴퓨터 네트워킹 하향식 접근,최종원 외,퍼스트북,39000,39000
795,통계학: 파이썬을 이용한 분석,인하대학교 통계학과,자유아카데미,32000,32000
796,러닝 스파크,줄스 담지 외,제이펍,30000,27000
797,회사에서 바로 통하는 실무 엑셀 파워포인트 워드한글,전미진 외,한빛미디어,22000,19800
798,Do it! 점프 투 파이썬: 라이브러리 예제 편,박응용,이지스퍼블리싱,26000,23400
799,스마트한 QGIS 활용서,문승주,예문사,20000,18000
800,구글 엔지니어는 이렇게 일한다,타이터스 윈터스 외,한빛미디어,45000,40500
801,윈도우 11 가이드북,권순만,영진닷컴,19000,17100
802,도메인 주도 개발 시작하기: DDD 핵심 개념 정리부터 구현까지,최범균,한빛미디어,28000,25200
803,헤드 퍼스트 디자인 패턴,에릭 프리먼 외,한빛미디어,36000,32400
804,"EXCEL, SPSS, R로 배우는 통계학 입문",강상욱 외,자유아카데미,42000,42000
805,전산물리학,김범준 외,교문사,22000,22000
806,비전공자를 위한 딥러닝,윤준호,디지털북스,12000,10800
807,혼자 공부하는 R 데이터 분석,강전희 외,한빛미디어,22000,19800
808,1일 1로그 100일 완성 IT 지식,브라이언 W. 커니핸 외,인사이트,20000,18000
809,컴퓨팅 사고력을 키우는 이산수학,박주미,한빛아카데미,29000,29000
810,픽셀아트 배경 그리는 법: 도트 초보자부터 전문가까지,APO+ 외,에이케이커뮤니케이션즈,28000,25200
811,Do it! 첫 통계 with 베이즈,사사키 준 외,이지스퍼블리싱,13000,11700
812,온톨로지 과학자를 위한 지식그래프,Dean Allemang 외,한빛아카데미,45000,45000
813,Real MySQL 8.0 (2권),백은빈 외,위키북스,32000,28800
814,Real MySQL 8.0 (1권),백은빈 외,위키북스,30000,27000
815,데이터베이스 시스템,Abraham Silberschatz 외,한빛아카데미,45000,45000
816,한 권으로 읽는 컴퓨터 구조와 프로그래밍,조너선 스타인하트 외,책만,35000,31500
817,그림으로 공부하는 IT 인프라 구조,야마자키 야스시 외,제이펍,26000,23400
818,엑셀 함수&수식 바이블,최준선,한빛미디어,38000,34200
819,IT 엔지니어를 위한 네트워크 입문,고재성 외,길벗,36000,32400
820,모던 자바스크립트 Deep Dive,이웅모,위키북스,45000,40500
821,Do it! 자료구조와 함께 배우는 알고리즘 입문: 파이썬 편,시바타 보요 외,이지스퍼블리싱,22000,19800
822,디버깅을 통해 배우는 리눅스 커널의 구조와 원리 2,김동현,위키북스,40000,36000
823,그림으로 배우는 보안 구조,마스이 토시카츠 외,영진닷컴,16000,14400
824,Do it! 첫 파이썬,엘리스 코딩,이지스퍼블리싱,14000,12600
825,쿠버네티스 인 액션,마르코 룩샤 외,에이콘출판,45000,40500
826,운영체제,Abraham Silberschatz 외,퍼스트북,39000,39000
827,단단한 머신러닝,조우쯔화 외,제이펍,30000,27000
828,마이크로서비스 패턴,크리스 리처드슨 외,길벗,38000,34200
829,기계는 어떻게 생각하는가?(리커버),숀 게리시 외,이지스퍼블리싱,18000,16200
830,그래서 컴퓨터는 어떻게 동작하나요?,J. 클라크 스코트 외,인사이트,24000,21600
831,배경 일러스트 메이킹,고아라,정보문화사,30000,27000
832,인공지능을 위한 수학,이시카와 아키히코 외,프리렉,25000,22500
833,레거시 코드 활용 전략,마이클 C. 페더스 외,에이콘출판,40000,36000
834,"프로그래머, 수학으로 생각하라",유키 히로시 외,프리렉,20000,18000
835,Concrete Mathematics 구체 수학,로널드 그레이엄 외,인사이트,49000,44100
836,데이터 분석을 위한 SQL 레시피,가사키 나가토 외,한빛미디어,36000,32400
837,Do it! C언어 입문,김성엽,이지스퍼블리싱,25000,22500
838,PCB 설계기술,정성인,진한엠앤비,30000,27000
839,SQL 레벨업,미크 외,한빛미디어,24000,21600
840,SPSS/AMOS 통계분석방법,송지준,21세기사,30000,27000
841,자바 ORM 표준 JPA 프로그래밍,김영한,에이콘출판,43000,38700
842,객체지향의 사실과 오해,조영호,위키북스,20000,18000
843,스프링 입문을 위한 자바 객체 지향의 원리와 이해,김종민,위키북스,25000,22500
844,맨먼스 미신,프레더릭 브룩스 외,인사이트,22000,19800
845,리눅스 시스템 프로그래밍,로버트 러브 외,한빛미디어,35000,31500
846,월스트리트저널 인포그래픽 가이드,도나 M. 웡 외,인사이트,15000,13500
847,Clean Code(클린 코드),로버트 C. 마틴 외,인사이트,33000,29700
848,GIS 지리정보학: 이론과 실습,이희연 외,법문사,39000,39000
849,도메인 주도 설계,에릭 에반스 외,위키북스,38000,34200
850,해킹: 공격의 예술,존 에릭슨 외,에이콘출판,30000,27000
851,100% 무료특강 자력 3D프린터운용기능사 필기+실기 한권쏙,이우홍,박영사,33000,29700
852,말하는 대로 제미나이 × 3D 바이브 코딩,배인진,제이펍,24000,21600
853,게임 플레이북 액션&퍼즐,이소진 외,열린책빵,12000,10800
854,게임 플레이북 어드벤처&슈팅,이소진 외,열린책빵,12000,10800
855,생성형 AI와 노후 인프라 관리,심승보,커뮤니케이션북스,12000,12000
856,중소 제조기업의 AI 전환,이태희,커뮤니케이션북스,12000,12000
857,XAI와 생명의 골든타임,신수민,커뮤니케이션북스,12000,12000
858,AI 아비투스,최선욱,커뮤니케이션북스,12000,12000
859,이기적 ITQ 인터넷,영진정보연구소,영진닷컴,17000,15300
860,이것이 AI 거버넌스다,최재용 외,미디어북,20000,20000
861,엔젤투자와 AI,이정헌,커뮤니케이션북스,12000,12000
862,Mythos를 해부하다,제이슨 박 외,하이테크정보사,24900,22410
863,제어시스템 분석과 MATLAB 및 SIMULINK의 활용,정슬,교문사(청문각),34000,34000
864,인생 2막 스마트폰 AI 생활교과서,이종구 외,디지털콘텐츠그룹,20000,18000
865,이미지부터 영상·3D까지 디자이너의 AI 창작 워크플로우를 완성하는 ComfyUI 실전 가이드 ComfyUI 독학노트,김한호 외,성안당,38000,34200
866,경제학 관점으로 본 AI 도입과 기업 전략,이창근 외,커뮤니케이션북스,12000,12000
867,AI 시대의 재난 현장,이대호,커뮤니케이션북스,12000,12000
868,AX의 심리학,정혜인,커뮤니케이션북스,12000,12000
869,챗GPT 입문 실무(USB강좌),액션미디어 편집부,액션미디어,39800,35820
870,올드 스쿨 에센셜: 규칙서,게빈 노먼 외,티알피지클럽(TRPG CLUB),34000,30600
871,올드 스쿨 에센셜 시나리오 참나무 구멍,게빈 노먼 외,티알피지클럽(TRPG CLUB),13000,11700
872,라즈베리파이 5로 배우는 AI 인공지능 자율주행 자동차,장문철,앤써북,24400,21960
873,마이크로비트 크리에이트AI로 배우는 인공지능 머신러닝,박보경 외,지오북스,19000,17100
874,C로 배우는 쉬운 자료구조,이지영,한빛아카데미,30000,30000
875,유아 놀이와 AI 교육,최수연,커뮤니케이션북스,12000,12000
876,신조형주의와 프롬프트 시대 예술 기준,문수진,커뮤니케이션북스,12000,12000
877,AICE 시험 완벽 대비 Basic편,고영훈 외,한국경제신문,30000,27000
878,AI와 광고 정책,이수범,커뮤니케이션북스,12000,12000
879,오렌지3 with 파이썬,김현철 외,생능북스,32000,28800
880,우분투 리눅스,이종원,한빛아카데미,35000,35000
881,"부의 미래, 지능형 공장에 있다",김영석,이담북스,33000,29700
882,컴퓨터 기초 왕초보 컴맹탈출+엑셀 기초 실무 사용방법+한컴오피스 한글 문서작성+파워포인트 PPT MS 오피스 실무 완전정복 5과목 패키지 USB 강좌,액션미디어 편집부,액션미디어,54000,48600
883,"캔바로 만든 디자인, 돈이 됩니다",리몬(안형선),길벗,22000,19800
884,AI와 책의 미래,김헌준,커뮤니케이션북스,12000,12000
885,챗GPT와 제미나이 그리고 AI 숏폼 동영상 제작과 활용법의 인공지능 입문 실무 업무 자동화 왕초보 입문 3종 패키지,액션미디어 편집부,액션미디어,49800,44820
886,다름을 연결하는 교실 설계자가 되기 위한 필수 실천서! AI 에듀테크로 다문화 수업 쉽게 설계하기!,유영미 외,광문각출판미디어,20000,18000
887,통계학의 이해와 응용 + 엑셀실습,안성진 외,자유아카데미,38000,38000
888,인간-AI 협업 질적연구의 이론과 성찰,김영순 외,아카데미프레스,20000,20000
889,AI를 지배하는 질문의 기술,최천규,라이징마운틴,19000,17100
890,인공지능과 전문직,한준 외,박영사,17000,17000
891,AI와 기독교 교육,이성아,커뮤니케이션북스,12000,12000
892,첫걸음부터 발돋움까지 코드 없이 바로 시작하는 Dify,이사야마 세이타 외,길벗,24000,21600
893,디지털 금융 보안과 데이터 거버넌스,이기혁 외,진한엠앤비,25000,22500
894,Padlet(패들렛)으로 무엇이든 만들 수 있다(교사를 위한 패들렛 수업 활용),봉우리 외,광문각출판미디어,17000,17000
895,교수 설계와 AI 가이드라인,한승연 외,커뮤니케이션북스,12000,12000
896,베이즈 통계 시작하기,이춘성,영창,50000,50000
897,초보도 바로 되는 AI 콘텐츠,이도혜 외,미디어북,20000,20000
898,이것이 멀티 에이전트다,서지영,한빛미디어,35000,31500
899,제미나이 gemini AI 구글 글쓰기 번역 문서 무료 요약과 보고서 작성 이미지 생성 자동화 코드 파이썬 동영상 코딩 초안 데이터 분석 PDF 시트 연동 프롬프트 USB 강좌,액션미디어 편집부,액션미디어,39800,35820
900,AI 숏폼 동영상 구글 플로우 FLOW 비오3 VEO3 유튜브 쇼츠 인스타그램 릴스 틱톡 네이버 클립 인공지능 만들기 제작 책 학원강의 교재보다 좋은 USB 강좌 초보 교육 사용법(USB 강좌),액션미디어 편집부,액션미디어,39800,35820
901,한 권으로 끝내는 AI 자동화,최재용 외,두온교육,22000,19800
902,"AI와 중국, 스마트 권위주의",이재영,커뮤니케이션북스,12000,12000
903,AI 시대 디자인 교육의 사고 구조,정유섭,커뮤니케이션북스,12000,12000
904,AI가 일하는 법,로널드 크노이젤 외,제이펍,22800,20520
905,기업 AI자동화를 위한 클로드 AI활용,최재용 외,미디어북,20000,20000
906,AI 시대의 공영 미디어 전략,김정환,커뮤니케이션북스,12000,12000
907,로봇 의식론,정대현,커뮤니케이션북스,12000,12000
908,데이터 과학을 위한 기초수학 with 파이썬,이병준,한빛아카데미,28000,28000
909,AI 이해력,박민경,로드북,25000,22500
910,AI와 시스템 다이내믹스 시뮬레이션,최남희 외,서울경제경영출판사,27000,27000
911,2026 시대에듀 유선배 경영정보시각화능력 실기(Tableau) 합격노트,정준영,시대고시기획,35000,31500
912,하나면 다 된다 제미나이,앤미디어,성안당,23000,20700
913,왜 AI가 써준 내 문서만 뻔해 보일까?,노준환,한올출판사,18000,16200
914,디자인 콘셉트와 AI,김수홍,커뮤니케이션북스,12000,12000
915,"데이터 분석 오답 노트: 빅쿼리, 파이썬, 스프레드시트, 루커 스튜디오로 비즈니스 이해부터 문제 정의, 결과 전달까지",주정민 외,영진닷컴,25000,22500
916,공공 HRD의 AX 전환,김은희,커뮤니케이션북스,12000,12000
917,2026 원큐패스 ISMS-P 기본서 인증심사원 자격검정: 핵심이론+실전문제,김창중 외,다락원,50000,45000
918,AICE BASIC 실전대비서,조우연,코딩엑스,20000,18000
919,AI와 유가 철학,정두호,커뮤니케이션북스,12000,12000
920,AI와 뮤지컬 교육,손민혜,커뮤니케이션북스,12000,12000
921,"누구나 코딩하는 시대, 1일 10분 바이브 코딩",김영욱,한빛미디어,22000,19800
922,바이브 코딩 with 구글 안티그래비티,노성환,영진닷컴,18000,16200
923,LangChain과 LangGraph로 만드는 LLM 애플리케이션,벤 아우파스 외,에이콘출판,40000,36000
924,바이브 코딩 항해일지,동준상,에이콘출판,28000,25200
925,피지컬 AI와 에이전틱 AI가 바꾸는 미래,권오형 외,미디어북,20000,20000
926,개발자가 블로그도 잘 써야 하나요?,피오트르 사르나 외,길벗,33000,29700
927,따라만 하세요 네이버 블로그 제작 만들기 블러그 시작하기와 글쓰기 꾸미기 포스팅 만드는 방법 책 광고 좋은 강의 USB 홍보 강좌 교육 배우기,액션미디어 편집부,액션미디어,28900,26010
928,AGI와 SAI: 차세대 인공지능의 진화,이정헌,커뮤니케이션북스,12000,12000
929,케이렙 KcLep에 의한 Point 2026 전산세무 1급 이론 + 실기 + 기출문제,이성노,경영과회계,37000,33300
930,챗GPT 실무 활용 가이드 Chat  공부 사용법과 인공지능 지피티 엑셀 블로그 유튜브 ppt 배우기  수업  AI 기초 책 학원강의 특강 도서 교재보다 좋은 USB 강좌 교육,액션미디어 편집부,액션미디어,30000,27000
931,된다! AI 디자인 2026,김희재,이지스퍼블리싱,29800,26820
